map,result,team1_world_rank,team2_world_rank,1_top_Times played,1_top_wins,1_top_draws,1_top_losses,1_top_Total rounds played,1_top_Rounds won,1_top_Win percent,1_top_Pistol rounds,1_top_Pistol rounds won,1_top_Pistol round win percent,1_top_CT round win percent,1_top_T round win percent,1_All_Times played,1_All_wins,1_All_draws,1_All_losses,1_All_Total rounds played,1_All_Rounds won,1_All_Win percent,1_All_Pistol rounds,1_All_Pistol rounds won,1_All_Pistol round win percent,1_All_CT round win percent,1_All_T round win percent,2_top_Times played,2_top_wins,2_top_draws,2_top_losses,2_top_Total rounds played,2_top_Rounds won,2_top_Win percent,2_top_Pistol rounds,2_top_Pistol rounds won,2_top_Pistol round win percent,2_top_CT round win percent,2_top_T round win percent,2_All_Times played,2_All_wins,2_All_draws,2_All_losses,2_All_Total rounds played,2_All_Rounds won,2_All_Win percent,2_All_Pistol rounds,2_All_Pistol rounds won,2_All_Pistol round win percent,2_All_CT round win percent,2_All_T round win percent
Vertigo,1,59,115,6,5,0,1,159,85,0.833,12,6,0.5,0.593,0.474,6,5,0,1,159,85,0.833,12,6,0.5,0.593,0.474,1,1,0,0,22,16,1.0,2,1,0.5,0.857,0.667,1,1,0,0,22,16,1.0,2,1,0.5,0.857,0.667
Mirage,-1,54,134,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,1,27,11,0.0,2,0,0.0,0.5,0.333,1,0,0,1,27,11,0.0,2,0,0.0,0.5,0.333
Ancient,-1,54,134,5,4,0,1,181,98,0.8,10,8,0.8,0.652,0.435,5,4,0,1,181,98,0.8,10,8,0.8,0.652,0.435,5,1,0,4,133,53,0.2,10,2,0.2,0.531,0.275,5,1,0,4,133,53,0.2,10,2,0.2,0.531,0.275
Nuke,-1,69,150,8,5,0,3,240,124,0.625,16,13,0.812,0.639,0.39,8,5,0,3,240,124,0.625,16,13,0.812,0.639,0.39,5,2,0,3,125,56,0.4,10,5,0.5,0.54,0.387,5,2,0,3,125,56,0.4,10,5,0.5,0.54,0.387
Vertigo,1,69,150,3,1,0,2,79,36,0.333,6,2,0.333,0.41,0.5,3,1,0,2,79,36,0.333,6,2,0.333,0.41,0.5,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Ancient,-1,69,150,8,3,0,5,207,97,0.375,16,6,0.375,0.588,0.323,8,3,0,5,207,97,0.375,16,6,0.375,0.588,0.323,3,1,0,2,84,36,0.333,6,3,0.5,0.622,0.277,3,1,0,2,84,36,0.333,6,3,0.5,0.622,0.277
Nuke,1,44,161,11,7,0,4,303,161,0.636,22,12,0.545,0.573,0.49,11,7,0,4,303,161,0.636,22,12,0.545,0.573,0.49,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,3,0,0,3,93,39,0.0,6,1,0.167,0.512,0.34
Dust2,1,44,161,5,2,0,3,129,57,0.4,10,4,0.4,0.4,0.5,5,2,0,3,129,57,0.4,10,4,0.4,0.4,0.5,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,1,0,3,116,55,0.25,8,5,0.625,0.46,0.491
Ancient,-1,76,101,5,4,0,1,134,79,0.8,10,8,0.8,0.726,0.472,5,4,0,1,134,79,0.8,10,8,0.8,0.726,0.472,3,0,0,3,68,20,0.0,6,1,0.167,0.375,0.222,3,0,0,3,68,20,0.0,6,1,0.167,0.375,0.222
Overpass,-1,76,101,5,3,0,2,139,76,0.6,10,9,0.9,0.72,0.344,5,3,0,2,139,76,0.6,10,9,0.9,0.72,0.344,11,6,0,5,295,141,0.545,22,8,0.364,0.519,0.444,11,6,0,5,295,141,0.545,22,8,0.364,0.519,0.444
Ancient,1,63,112,7,2,0,5,188,79,0.286,14,7,0.5,0.447,0.394,7,2,0,5,188,79,0.286,14,7,0.5,0.447,0.394,5,1,0,4,140,57,0.2,10,5,0.5,0.423,0.387,5,1,0,4,140,57,0.2,10,5,0.5,0.423,0.387
Vertigo,1,63,112,10,8,0,2,314,173,0.8,20,14,0.7,0.625,0.488,10,8,0,2,314,173,0.8,20,14,0.7,0.625,0.488,4,2,0,2,109,51,0.5,8,5,0.625,0.529,0.414,4,2,0,2,109,51,0.5,8,5,0.625,0.529,0.414
Vertigo,1,71,147,4,1,0,3,110,53,0.25,8,3,0.375,0.564,0.4,4,1,0,3,110,53,0.25,8,3,0.375,0.564,0.4,1,1,0,0,23,16,1.0,2,1,0.5,0.6,0.875,1,1,0,0,23,16,1.0,2,1,0.5,0.6,0.875
Inferno,1,71,147,15,12,0,3,382,230,0.8,30,19,0.633,0.651,0.556,15,12,0,3,382,230,0.8,30,19,0.633,0.651,0.556,7,2,0,5,190,85,0.286,14,3,0.214,0.447,0.448,7,2,0,5,190,85,0.286,14,3,0.214,0.447,0.448
Ancient,-1,75,96,8,3,0,5,205,91,0.375,16,7,0.438,0.465,0.425,8,3,0,5,205,91,0.375,16,7,0.438,0.465,0.425,2,1,0,1,45,17,0.5,4,1,0.25,0.267,0.6,2,1,0,1,45,17,0.5,4,1,0.25,0.267,0.6
Vertigo,-1,75,96,7,2,0,5,218,100,0.286,14,7,0.5,0.486,0.432,7,2,0,5,218,100,0.286,14,7,0.5,0.486,0.432,12,6,0,6,307,160,0.5,24,12,0.5,0.611,0.427,12,6,0,6,307,160,0.5,24,12,0.5,0.611,0.427
Dust2,-1,84,100,11,7,0,4,310,161,0.636,22,15,0.682,0.5,0.536,11,7,0,4,310,161,0.636,22,15,0.682,0.5,0.536,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Vertigo,1,84,100,3,1,0,2,67,28,0.333,6,3,0.5,0.422,0.409,3,1,0,2,67,28,0.333,6,3,0.5,0.422,0.409,4,3,0,1,117,62,0.75,8,3,0.375,0.561,0.5,4,3,0,1,117,62,0.75,8,3,0.375,0.561,0.5
Inferno,-1,84,100,12,6,0,6,354,173,0.5,24,15,0.625,0.503,0.473,12,6,0,6,354,173,0.5,24,15,0.625,0.503,0.473,2,1,0,1,54,27,0.5,4,2,0.5,0.667,0.367,2,1,0,1,54,27,0.5,4,2,0.5,0.667,0.367
Inferno,1,77,90,10,5,0,5,262,135,0.5,20,10,0.5,0.612,0.414,10,5,0,5,262,135,0.5,20,10,0.5,0.612,0.414,4,2,0,2,108,53,0.5,8,5,0.625,0.531,0.458,4,2,0,2,108,53,0.5,8,5,0.625,0.531,0.458
Ancient,-1,77,90,6,1,0,5,160,71,0.167,12,4,0.333,0.65,0.238,6,1,0,5,160,71,0.167,12,4,0.333,0.65,0.238,3,1,0,2,96,42,0.333,6,3,0.5,0.548,0.352,3,1,0,2,96,42,0.333,6,3,0.5,0.548,0.352
Mirage,-1,77,90,8,5,0,3,203,110,0.625,16,9,0.562,0.518,0.558,8,5,0,3,203,110,0.625,16,9,0.562,0.518,0.558,4,1,0,3,102,46,0.25,8,7,0.875,0.574,0.345,4,1,0,3,102,46,0.25,8,7,0.875,0.574,0.345
Inferno,-1,56,124,10,7,0,3,261,136,0.7,20,12,0.6,0.551,0.488,10,7,0,3,261,136,0.7,20,12,0.6,0.551,0.488,4,2,0,2,133,65,0.5,8,3,0.375,0.561,0.418,4,2,0,2,133,65,0.5,8,3,0.375,0.561,0.418
Ancient,1,56,124,14,10,0,4,387,204,0.714,28,12,0.429,0.612,0.451,14,10,0,4,387,204,0.714,28,12,0.429,0.612,0.451,1,0,0,1,22,6,0.0,2,2,1.0,0.429,0.2,1,0,0,1,22,6,0.0,2,2,1.0,0.429,0.2
Nuke,1,56,124,13,6,0,7,342,167,0.462,26,11,0.423,0.524,0.454,13,6,0,7,342,167,0.462,26,11,0.423,0.524,0.454,1,1,0,0,30,16,1.0,2,1,0.5,0.533,0.533,1,1,0,0,30,16,1.0,2,1,0.5,0.533,0.533
Overpass,-1,56,96,4,0,0,4,102,38,0.0,8,3,0.375,0.464,0.261,4,0,0,4,102,38,0.0,8,3,0.375,0.464,0.261,5,2,0,3,144,67,0.4,10,2,0.2,0.544,0.395,5,2,0,3,144,67,0.4,10,2,0.2,0.544,0.395
Ancient,-1,56,96,15,11,0,4,416,220,0.733,30,13,0.433,0.609,0.457,15,11,0,4,416,220,0.733,30,13,0.433,0.609,0.457,3,2,0,1,68,33,0.667,6,3,0.5,0.422,0.609,3,2,0,1,68,33,0.667,6,3,0.5,0.422,0.609
Inferno,-1,134,90,6,4,0,2,172,89,0.667,12,6,0.5,0.458,0.573,6,4,0,2,172,89,0.667,12,6,0.5,0.458,0.573,5,2,0,3,143,69,0.4,10,6,0.6,0.53,0.442,5,2,0,3,143,69,0.4,10,6,0.6,0.53,0.442
Ancient,-1,134,90,6,2,0,4,167,72,0.333,12,3,0.25,0.538,0.333,6,2,0,4,167,72,0.333,12,3,0.25,0.538,0.333,4,2,0,2,120,58,0.5,8,5,0.625,0.549,0.435,4,2,0,2,120,58,0.5,8,5,0.625,0.549,0.435
Overpass,-1,58,71,7,3,0,4,201,100,0.429,14,6,0.429,0.523,0.467,7,3,0,4,201,100,0.429,14,6,0.429,0.523,0.467,9,1,0,8,240,101,0.111,18,7,0.389,0.541,0.267,9,1,0,8,240,101,0.111,18,7,0.389,0.541,0.267
Dust2,-1,58,71,7,1,0,6,206,89,0.143,14,8,0.571,0.486,0.376,7,1,0,6,206,89,0.143,14,8,0.571,0.486,0.376,8,5,0,3,252,129,0.625,16,6,0.375,0.508,0.515,8,5,0,3,252,129,0.625,16,6,0.375,0.508,0.515
Inferno,1,44,72,15,7,0,8,370,188,0.467,30,15,0.5,0.577,0.441,15,7,0,8,370,188,0.467,30,15,0.5,0.577,0.441,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,3,0,1,110,61,0.75,8,3,0.375,0.549,0.559
Dust2,1,44,72,5,2,0,3,126,57,0.4,10,4,0.4,0.453,0.451,5,2,0,3,126,57,0.4,10,4,0.4,0.453,0.451,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,1,0,1,37,16,0.5,4,2,0.5,0.625,0.286
Overpass,1,45,100,3,1,0,2,64,22,0.333,6,1,0.167,0.333,0.368,3,1,0,2,64,22,0.333,6,1,0.167,0.333,0.368,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,1,0,1,53,23,0.5,4,2,0.5,0.522,0.367
Inferno,1,45,100,7,5,0,2,196,112,0.714,14,5,0.357,0.5,0.646,7,5,0,2,196,112,0.714,14,5,0.357,0.5,0.646,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,3,2,0,1,77,43,0.667,6,4,0.667,0.656,0.489
Overpass,1,55,101,22,14,0,8,600,324,0.636,44,24,0.545,0.598,0.496,22,14,0,8,600,324,0.636,44,24,0.545,0.598,0.496,12,7,0,5,325,157,0.583,24,10,0.417,0.527,0.446,12,7,0,5,325,157,0.583,24,10,0.417,0.527,0.446
Inferno,-1,55,101,17,6,0,11,441,208,0.353,34,17,0.5,0.493,0.454,17,6,0,11,441,208,0.353,34,17,0.5,0.493,0.454,9,4,0,5,250,127,0.444,18,11,0.611,0.496,0.519,9,4,0,5,250,127,0.444,18,11,0.611,0.496,0.519
Ancient,-1,55,101,16,7,0,9,421,213,0.438,32,13,0.406,0.547,0.464,16,7,0,9,421,213,0.438,32,13,0.406,0.547,0.464,3,1,0,2,87,38,0.333,6,3,0.5,0.438,0.436,3,1,0,2,87,38,0.333,6,3,0.5,0.438,0.436
Nuke,1,63,64,7,2,0,5,177,93,0.286,14,8,0.571,0.571,0.477,7,2,0,5,177,93,0.286,14,8,0.571,0.571,0.477,7,3,0,4,170,79,0.429,14,7,0.5,0.535,0.393,7,3,0,4,170,79,0.429,14,7,0.5,0.535,0.393
Mirage,1,63,64,11,3,0,8,289,130,0.273,22,13,0.591,0.455,0.444,11,3,0,8,289,130,0.273,22,13,0.591,0.455,0.444,1,0,0,1,24,8,0.0,2,1,0.5,0.467,0.111,1,0,0,1,24,8,0.0,2,1,0.5,0.467,0.111
Vertigo,1,34,96,10,5,0,5,291,149,0.5,20,9,0.45,0.535,0.49,10,5,0,5,291,149,0.5,20,9,0.45,0.535,0.49,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,14,7,0,7,370,191,0.5,28,14,0.5,0.605,0.422
Nuke,1,34,96,10,4,0,6,280,138,0.4,20,9,0.45,0.507,0.479,10,4,0,6,280,138,0.4,20,9,0.45,0.507,0.479,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,3,0,1,115,60,0.75,8,4,0.5,0.579,0.466
Overpass,1,26,71,8,7,0,1,208,130,0.875,16,8,0.5,0.736,0.5,8,7,0,1,208,130,0.875,16,8,0.5,0.736,0.5,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,10,2,0,8,276,120,0.2,20,9,0.45,0.549,0.293
Inferno,-1,26,71,16,12,0,4,441,248,0.75,32,21,0.656,0.555,0.57,16,12,0,4,441,248,0.75,32,21,0.656,0.555,0.57,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,16,13,0,3,412,246,0.812,32,21,0.656,0.632,0.564
Dust2,-1,26,71,9,4,0,5,267,131,0.444,18,9,0.5,0.531,0.453,9,4,0,5,267,131,0.444,18,9,0.5,0.531,0.453,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,6,0,3,280,145,0.667,18,7,0.389,0.526,0.51
Inferno,-1,37,44,8,5,0,3,221,109,0.625,16,10,0.625,0.515,0.475,13,8,0,5,366,189,0.615,26,15,0.577,0.554,0.478,10,2,0,8,254,108,0.2,20,9,0.45,0.516,0.341,16,8,0,8,395,204,0.5,32,16,0.5,0.573,0.463
Overpass,1,37,44,10,5,0,5,281,143,0.5,20,13,0.65,0.578,0.451,18,10,0,8,525,268,0.556,36,25,0.694,0.602,0.428,9,3,0,6,229,117,0.333,18,12,0.667,0.616,0.352,10,4,0,6,249,133,0.4,20,14,0.7,0.634,0.375
Mirage,-1,37,44,6,1,0,5,161,67,0.167,12,5,0.417,0.411,0.423,10,4,0,6,284,129,0.4,20,7,0.35,0.465,0.442,9,4,0,5,237,112,0.444,18,9,0.5,0.496,0.452,13,7,0,6,343,169,0.538,26,12,0.462,0.52,0.465
Nuke,-1,52,101,4,2,0,2,110,57,0.5,8,5,0.625,0.604,0.439,4,2,0,2,110,57,0.5,8,5,0.625,0.604,0.439,5,1,0,4,128,55,0.2,10,5,0.5,0.533,0.283,5,1,0,4,128,55,0.2,10,5,0.5,0.533,0.283
Overpass,1,52,101,3,1,0,2,87,42,0.333,6,2,0.333,0.605,0.364,3,1,0,2,87,42,0.333,6,2,0.333,0.605,0.364,12,6,0,6,324,150,0.5,24,9,0.375,0.51,0.423,12,6,0,6,324,150,0.5,24,9,0.375,0.51,0.423
Ancient,1,52,101,3,1,0,2,78,40,0.333,6,3,0.5,0.6,0.394,3,1,0,2,78,40,0.333,6,3,0.5,0.6,0.394,4,2,0,2,115,54,0.5,8,4,0.5,0.508,0.423,4,2,0,2,115,54,0.5,8,4,0.5,0.508,0.423
Overpass,-1,50,63,17,9,0,8,447,222,0.529,34,11,0.324,0.544,0.457,17,9,0,8,447,222,0.529,34,11,0.324,0.544,0.457,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,2,0,0,51,32,1.0,4,3,0.75,0.6,0.667
Nuke,-1,50,63,4,1,0,3,109,52,0.25,8,3,0.375,0.683,0.224,4,1,0,3,109,52,0.25,8,3,0.375,0.683,0.224,5,2,0,3,120,68,0.4,10,8,0.8,0.531,0.607,8,3,0,5,204,109,0.375,16,10,0.625,0.575,0.49
Dust2,1,42,150,9,5,0,4,228,130,0.556,18,9,0.5,0.487,0.652,9,5,0,4,228,130,0.556,18,9,0.5,0.487,0.652,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Nuke,1,42,150,9,4,0,5,238,120,0.444,18,8,0.444,0.543,0.467,9,4,0,5,238,120,0.444,18,8,0.444,0.543,0.467,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,1,0,3,95,40,0.25,8,3,0.375,0.486,0.383
Vertigo,-1,16,90,19,10,0,9,495,247,0.526,38,16,0.421,0.518,0.483,19,10,0,9,495,247,0.526,38,16,0.421,0.518,0.483,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,1,0,1,59,29,0.5,4,1,0.25,0.567,0.414
Nuke,-1,16,90,9,4,0,5,245,119,0.444,18,11,0.611,0.562,0.402,9,4,0,5,245,119,0.444,18,11,0.611,0.562,0.402,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,1,23,7,0.0,2,2,1.0,0.267,0.375
Dust2,-1,57,45,3,1,0,2,73,27,0.333,6,1,0.167,0.393,0.356,5,3,0,2,138,68,0.6,10,4,0.4,0.612,0.38,5,3,0,2,136,70,0.6,10,4,0.4,0.554,0.479,5,3,0,2,136,70,0.6,10,4,0.4,0.554,0.479
Inferno,1,57,45,8,2,0,6,212,94,0.25,16,5,0.312,0.523,0.356,10,2,0,8,263,113,0.2,20,8,0.4,0.489,0.367,8,6,0,2,217,128,0.75,16,7,0.438,0.509,0.667,8,6,0,2,217,128,0.75,16,7,0.438,0.509,0.667
Mirage,-1,57,45,4,3,0,1,117,64,0.75,8,4,0.5,0.613,0.473,6,5,0,1,182,99,0.833,12,7,0.583,0.611,0.471,13,8,0,5,334,182,0.615,26,9,0.346,0.64,0.477,13,8,0,5,334,182,0.615,26,9,0.346,0.64,0.477
Vertigo,-1,39,66,8,5,0,3,226,112,0.625,16,9,0.562,0.481,0.508,8,5,0,3,226,112,0.625,16,9,0.562,0.481,0.508,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,5,2,0,3,139,69,0.4,10,3,0.3,0.6,0.391
Dust2,-1,39,66,6,3,0,3,144,73,0.5,12,5,0.417,0.533,0.463,6,3,0,3,144,73,0.5,12,5,0.417,0.533,0.463,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,10,7,0,3,305,161,0.7,20,8,0.4,0.54,0.516
Vertigo,1,41,57,3,1,0,2,77,31,0.333,6,2,0.333,0.4,0.406,3,1,0,2,77,31,0.333,6,2,0.333,0.4,0.406,6,5,0,1,207,114,0.833,12,8,0.667,0.598,0.509,11,9,0,2,349,192,0.818,22,15,0.682,0.64,0.473
Nuke,1,41,57,15,14,0,1,419,247,0.933,30,19,0.633,0.689,0.477,15,14,0,1,419,247,0.933,30,19,0.633,0.689,0.477,5,2,0,3,120,68,0.4,10,8,0.8,0.531,0.607,9,4,0,5,222,125,0.444,18,12,0.667,0.587,0.54
Inferno,1,35,70,15,8,0,7,398,203,0.533,30,18,0.6,0.492,0.527,15,8,0,7,398,203,0.533,30,18,0.6,0.492,0.527,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,6,3,0,3,169,85,0.5,12,8,0.667,0.568,0.443
Ancient,-1,35,70,9,4,0,5,241,113,0.444,18,10,0.556,0.534,0.42,9,4,0,5,241,113,0.444,18,10,0.556,0.534,0.42,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,5,3,0,2,149,74,0.6,10,5,0.5,0.585,0.429
Nuke,1,35,70,10,4,0,6,271,138,0.4,20,10,0.5,0.543,0.473,10,4,0,6,271,138,0.4,20,10,0.5,0.543,0.473,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,1,23,7,0.0,2,2,1.0,0.267,0.375
Ancient,1,50,44,1,0,0,1,29,13,0.0,2,1,0.5,0.467,0.429,4,2,0,2,106,56,0.5,8,3,0.375,0.633,0.391,13,9,0,4,334,188,0.692,26,11,0.423,0.644,0.497,16,11,0,5,412,232,0.688,32,14,0.438,0.679,0.469
Overpass,-1,50,44,3,1,0,2,87,42,0.333,6,2,0.333,0.605,0.364,4,2,0,2,114,58,0.5,8,3,0.375,0.655,0.357,5,0,0,5,123,43,0.0,10,3,0.3,0.453,0.188,6,1,0,5,149,59,0.167,12,4,0.333,0.511,0.22
Nuke,1,50,44,1,0,0,1,30,14,0.0,2,1,0.5,0.667,0.267,5,2,0,3,135,66,0.4,10,5,0.5,0.571,0.417,8,3,0,5,212,104,0.375,16,7,0.438,0.524,0.458,10,5,0,5,266,136,0.5,20,9,0.45,0.565,0.459
Ancient,-1,35,50,8,3,0,5,212,97,0.375,16,8,0.5,0.506,0.423,10,4,0,6,271,127,0.4,20,12,0.6,0.542,0.412,2,1,0,1,49,29,0.5,4,3,0.75,0.633,0.526,5,3,0,2,126,72,0.6,10,5,0.5,0.667,0.431
Vertigo,-1,35,50,7,3,0,4,219,114,0.429,14,6,0.429,0.547,0.49,9,5,0,4,277,146,0.556,18,9,0.5,0.524,0.53,1,1,0,0,30,16,1.0,2,1,0.5,0.133,0.933,1,1,0,0,30,16,1.0,2,1,0.5,0.133,0.933
Vertigo,-1,41,66,4,2,0,2,98,47,0.5,8,3,0.375,0.467,0.5,4,2,0,2,98,47,0.5,8,3,0.375,0.467,0.5,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,5,3,0,2,135,71,0.6,10,3,0.3,0.643,0.4
Mirage,1,41,66,14,9,0,5,360,198,0.643,28,9,0.321,0.63,0.49,14,9,0,5,360,198,0.643,28,9,0.321,0.63,0.49,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,5,0,4,248,127,0.556,18,10,0.556,0.572,0.436
Dust2,1,41,66,6,4,0,2,163,86,0.667,12,5,0.417,0.575,0.482,6,4,0,2,163,86,0.667,12,5,0.417,0.575,0.482,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,10,7,0,3,303,161,0.7,20,9,0.45,0.554,0.51
Nuke,-1,41,50,3,3,0,0,85,48,1.0,6,4,0.667,0.625,0.511,16,15,0,1,446,263,0.938,32,20,0.625,0.679,0.491,2,1,0,1,53,30,0.5,4,3,0.75,0.633,0.478,6,3,0,3,158,82,0.5,12,7,0.583,0.577,0.462
Overpass,-1,41,50,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,2,0,2,89,38,0.5,8,2,0.25,0.417,0.448,4,1,0,3,112,51,0.25,8,4,0.5,0.604,0.322,5,2,0,3,139,67,0.4,10,5,0.5,0.647,0.324
Nuke,1,27,33,5,2,0,3,128,66,0.4,10,7,0.7,0.462,0.571,7,3,0,4,195,99,0.429,14,8,0.571,0.515,0.5,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,7,2,0,5,181,80,0.286,14,6,0.429,0.433,0.455
Mirage,1,27,33,11,7,0,4,292,152,0.636,22,10,0.455,0.595,0.439,12,8,0,4,314,168,0.667,24,10,0.417,0.606,0.461,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,16,12,0,4,434,246,0.75,32,14,0.438,0.624,0.517
Overpass,-1,44,26,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,4,0,5,213,116,0.444,18,12,0.667,0.644,0.372,5,4,0,1,127,79,0.8,10,5,0.5,0.708,0.532,7,6,0,1,172,111,0.857,14,8,0.571,0.761,0.512
Nuke,-1,44,26,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,12,8,0,4,332,177,0.667,24,13,0.542,0.585,0.482,1,0,0,1,24,8,0.0,2,1,0.5,0.4,0.222,4,3,0,1,98,56,0.75,8,5,0.625,0.567,0.579
Mirage,1,28,19,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,18,7,0,11,497,233,0.389,36,13,0.361,0.559,0.368,5,3,0,2,137,68,0.6,10,6,0.6,0.627,0.371,15,9,0,6,446,232,0.6,30,17,0.567,0.583,0.464
Nuke,1,28,19,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,14,11,0,3,369,211,0.786,28,12,0.429,0.616,0.537,4,3,0,1,101,56,0.75,8,5,0.625,0.585,0.521,7,5,0,2,173,89,0.714,14,6,0.429,0.612,0.42
Dust2,-1,40,20,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,12,5,0,7,287,141,0.417,24,14,0.583,0.518,0.466,10,9,0,1,273,157,0.9,20,10,0.5,0.515,0.633,14,12,0,2,353,208,0.857,28,13,0.464,0.538,0.632
Ancient,-1,40,20,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,12,9,0,3,324,180,0.75,24,17,0.708,0.627,0.488,13,9,0,4,329,175,0.692,26,15,0.577,0.589,0.48,18,14,0,4,458,255,0.778,36,21,0.583,0.627,0.496
Inferno,-1,18,34,5,4,0,1,136,71,0.8,10,4,0.4,0.591,0.457,6,5,0,1,189,99,0.833,12,4,0.333,0.581,0.469,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,17,8,0,9,449,228,0.471,34,19,0.559,0.495,0.519
Vertigo,1,18,34,3,3,0,0,62,48,1.0,6,6,1.0,0.941,0.711,3,3,0,0,62,48,1.0,6,6,1.0,0.941,0.711,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,5,0,4,237,123,0.556,18,8,0.444,0.581,0.458
Nuke,1,18,34,4,2,0,2,115,56,0.5,8,2,0.25,0.532,0.434,4,2,0,2,115,56,0.5,8,2,0.25,0.532,0.434,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,10,4,0,6,265,126,0.4,20,8,0.4,0.484,0.467
Inferno,-1,55,37,9,3,0,6,213,96,0.333,18,10,0.556,0.511,0.408,15,5,0,10,389,180,0.333,30,15,0.5,0.503,0.428,11,6,0,5,310,157,0.545,22,12,0.545,0.565,0.449,11,6,0,5,310,157,0.545,22,12,0.545,0.565,0.449
Dust2,-1,55,37,7,2,0,5,188,88,0.286,14,7,0.5,0.578,0.367,12,5,0,7,323,161,0.417,24,11,0.458,0.577,0.431,12,6,0,6,330,165,0.5,24,10,0.417,0.599,0.41,12,6,0,6,330,165,0.5,24,10,0.417,0.599,0.41
Dust2,1,59,65,4,1,0,3,132,63,0.25,8,4,0.5,0.545,0.409,4,1,0,3,132,63,0.25,8,4,0.5,0.545,0.409,4,2,0,2,100,54,0.5,8,6,0.75,0.6,0.45,4,2,0,2,100,54,0.5,8,6,0.75,0.6,0.45
Inferno,1,59,65,3,2,0,1,76,40,0.667,6,3,0.5,0.644,0.355,3,2,0,1,76,40,0.667,6,3,0.5,0.644,0.355,10,6,0,4,263,139,0.6,20,8,0.4,0.624,0.431,10,6,0,4,263,139,0.6,20,8,0.4,0.624,0.431
Overpass,1,51,75,11,6,0,5,287,157,0.545,22,12,0.545,0.571,0.528,11,6,0,5,287,157,0.545,22,12,0.545,0.571,0.528,6,1,0,5,157,67,0.167,12,4,0.333,0.484,0.339,6,1,0,5,157,67,0.167,12,4,0.333,0.484,0.339
Mirage,1,51,75,12,0,0,12,304,112,0.0,24,12,0.5,0.428,0.282,12,0,0,12,304,112,0.0,24,12,0.5,0.428,0.282,6,2,0,4,187,98,0.333,12,6,0.5,0.49,0.562,6,2,0,4,187,98,0.333,12,6,0.5,0.49,0.562
Dust2,1,44,81,8,5,0,3,225,117,0.625,16,11,0.688,0.59,0.458,8,5,0,3,225,117,0.625,16,11,0.688,0.59,0.458,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,1,29,13,0.0,2,1,0.5,0.267,0.643
Inferno,1,44,81,8,3,0,5,203,96,0.375,16,8,0.5,0.42,0.538,8,3,0,5,203,96,0.375,16,8,0.5,0.42,0.538,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,5,2,0,3,130,62,0.4,10,8,0.8,0.552,0.417
